index,polarity,subjectivity,timestamp,speaker,speaker_name,text,applause,laughter,interaction,attack,attack_target,agree,agree_target,interruption,interrupt_target,defense,defense_against,reference,mentions,noun_phrases,people,locations,topic,autotopic,first_mention
0,0.13636363636363635,0.5,,moderator,Cooper,"And live from Otterbein University, just north of Columbus, Ohio, this is the CNN-New York Times Democratic presidential debate.",False,False,False,False,[],False,[],False,,False,,False,[],"['otterbein', 'columbus', 'ohio', 'cnn-new york', 'democratic presidential debate']",[],[],uncategorized,['misc'],[]
1,0.26666666666666666,0.3,,moderator,Cooper,"We want to welcome our viewers in the United States and watching around the world, watching us on CNN, CNN International, CNN En Espanol, Cnn.com, thenewyorktimes.com, CNN’s Facebook page, and listening on the Westwood One radio network, SiriusXM satellite radio, NPR, and the American Forces Network.",False,False,False,False,[],False,[],False,,False,,False,[],"['cnn', 'cnn', 'cnn en espanol', 'cnn.com', 'cnn', '’ s', 'facebook', 'westwood', 'radio network', 'siriusxm', 'satellite radio', 'npr', 'forces network']",[],[],uncategorized,['misc'],[]
2,0.21212121212121213,0.5848484848484848,,moderator,Cooper,"I'm Anderson Cooper moderating tonight's debate, along with CNN's Erin Burnett and New York Times national editor Mark Lacey. We are in Ohio tonight, because it's one of the most critical battleground states. Ohio has backed all but two presidential winners in every election since 1896.",False,False,False,False,[],False,[],False,,False,,False,[],"['anderson cooper', ""'s debate"", 'cnn', 'erin burnett', 'york', 'national editor', 'mark lacey', 'ohio', 'critical battleground states', 'ohio', 'presidential winners']",[],[],uncategorized,['misc'],[]
3,0.17857142857142858,0.5321428571428571,,moderator,Burnett,"The top 12 Democratic presidential candidates are at their positions behind the podiums. This is a record number of candidates for a presidential primary debate, so to accommodate the large group, there are no opening statements tonight.",False,False,False,False,[],False,[],False,,False,,False,[],"['democratic presidential candidates', 'record number', 'presidential primary debate', 'large group', 'opening statements']",[],[],uncategorized,['misc'],[]
4,0.0,0.0,,moderator,Lacey,"Before we begin, a reminder of the ground rules. You'll each receive 75 seconds to answer questions, 45 seconds for responses and rebuttals, and 15 seconds for clarifications. Please refrain from interrupting your fellow candidates, as that will count against your time.",False,False,False,False,[],False,[],False,,False,,False,[],"['ground rules', 'fellow candidates']",[],[],uncategorized,['misc'],[]
5,0.14017857142857143,0.42767857142857135,,moderator,Cooper,"And we remind our audience here in the Rike Center at Otterbein to be respectful so the candidates can hear the questions and each other. All right, let's begin.",False,False,False,False,[],False,[],False,,False,,False,[],"['rike', 'otterbein']",[],[],uncategorized,['misc'],[]
6,0.0,0.5222222222222223,,moderator,Cooper,"Since the last debate, House Democrats have officially launched an impeachment inquiry against President Trump, which all the candidates on this stage support. Senator Warren, I want to start with you. You have said that there's already enough evidence for President Trump to be impeached and removed from office. But the question is, with the election only one year away, why shouldn't it be the voters who determine the president's fate?",False,False,False,False,[],False,[],False,,False,,True,"['trump', 'warren']","['impeachment inquiry', 'stage support', 'warren', ""president 's fate""]",[],[],uncategorized,['impeachment'],['impeachment']
7,0.0,0.5,,warren,Warren,Because sometimes there are issues that are bigger than politics. And I think that's the case with this impeachment inquiry.,False,False,False,False,[],False,[],False,,False,,False,[],['impeachment inquiry'],[],[],uncategorized,['impeachment'],[]
8,0.21428571428571427,0.5714285714285714,,warren,Warren,"When I made the decision to run for president, I certainly didn't think it was going to be about impeachment. But when the Mueller report came out, I read it, all 442 pages. And when I got to the end, I realized that Mueller had shown, too, a fare-thee-well, that this president had obstructed justice and done it repeatedly. And so at that moment, I called for opening an impeachment inquiry.",False,False,False,False,[],False,[],False,,False,,False,[],"['mueller', 'mueller', 'impeachment inquiry']",[],[],uncategorized,['impeachment'],[]
9,0.0,0.1,,warren,Warren,"Now, that didn't happen. And look what happened as a result. Donald Trump broke the law again in the summer, broke it again this fall. You know, we took a constitutional oath, and that is that no one is above the law, and that includes the president of the United States.",False,False,True,False,[],False,[],False,,False,,True,['trump'],['constitutional oath'],[],[],uncategorized,['misc'],[]
