index,polarity,subjectivity,timestamp,speaker,speaker_name,text,applause,laughter,interaction,attack,attack_target,agree,agree_target,interruption,interrupt_target,defense,defense_against,reference,mentions,noun_phrases,people,locations,topic,autotopic,first_mention
0,0.0,0.0,,moderator,Moderator,We're going to begin with a question from one of the members in our town hall.,False,False,False,False,[],False,[],False,,False,,False,[],['town hall'],[],[],question,['misc'],[]
1,0.0,0.0,,moderator,Moderator,Each of you will have two minutes to respond to this question.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],question,['misc'],[]
2,0.25,0.3333333333333333,,moderator,Moderator,"Secretary Clinton, you won the coin toss, so you'll go first.",False,False,False,False,[],False,[],False,,False,,True,['clinton'],[],[],[],question,['misc'],[]
3,0.25,0.3333333333333333,,moderator,Moderator,Our first question comes from Patrice Brock.,False,False,False,False,[],False,[],False,,False,,False,[],['patrice brock'],[],[],question,['misc'],[]
4,0.7,0.6000000000000001,,moderator,Moderator," Thank you, and good evening.",False,False,False,False,[],False,[],False,,False,,False,[],['good evening'],[],[],question,['misc'],[]
5,0.05,0.08333333333333334,,moderator,Moderator,"The last debate could have been rated as MA, mature audiences, per TV parental guidelines.",False,False,False,False,[],False,[],False,,False,,False,[],"['mature audiences', 'tv parental guidelines']",[],[],question,['misc'],[]
6,0.36363636363636365,0.5227272727272727,,moderator,Moderator,"Knowing that educators assign viewing the presidential debates as students' homework, do you feel you're modeling appropriate and positive behavior for today's youth?",False,False,False,False,[],False,[],False,,False,,False,[],"['knowing', 'presidential debates', 'positive behavior', ""'s youth""]",[],[],education,['misc'],[]
7,0.9099999999999999,0.7800000000000001,,clinton,Clinton,"Yes, I think that that's a very good question, because I've heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign.",False,False,False,False,[],False,[],False,,False,,False,[],['good question'],[],[],education,['misc'],[]
8,0.53,0.6833333333333333,,clinton,Clinton,And I think it is very important for us to make clear to our children that our country really is great because we're good.,False,False,False,False,[],False,[],False,,False,,False,[],"[""'re good""]",[],[],"children, america",['misc'],[]
9,-0.125,0.375,,clinton,Clinton,"And we are going to respect one another, lift each other up.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],children,['misc'],[]
10,0.1,0.3,,clinton,Clinton,"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],diversity,['social-justice'],['social-justice']
