index,polarity,subjectivity,timestamp,speaker,speaker_name,text,applause,laughter,interaction,attack,attack_target,agree,agree_target,interruption,interrupt_target,defense,defense_against,reference,mentions,noun_phrases,people,locations,topic,autotopic,first_mention
0,0.23939393939393935,0.6646464646464646,,moderator,Moderator,"Good evening and welcome to the NBC News Youtube Democratic candidate's debate. After all the campaigning, soon, Americans will have their say with the first votes of the 2016 campaign just 15 days away in Iowa. And New Hampshire not far behind.",False,False,False,False,[],False,[],False,,False,,False,[],"['good evening', 'nbc news', 'youtube', ""democratic candidate 's debate"", 'iowa', 'hampshire']",[],[],misc,['misc'],[]
1,0.0,1.0,,moderator,Moderator,Tonight will be the final opportunity to see these candidates face to face before the voting begins. Our purpose here tonight is to highlight and examine the differences among the three Democratic candidates. So let's get started.,False,False,False,False,[],False,[],False,,False,,False,[],"['final opportunity', 'democratic candidates']",[],[],misc,['misc'],[]
2,0.8,0.9,,moderator,Moderator,"Please welcome Secretary Hillary Clinton, Senator Bernie Sanders and Governor Martin O'Malley. [applause]",True,False,False,False,[],False,[],False,,False,,True,"['omalley', 'sanders', 'clinton']","['bernie sanders', ""martin o'malley""]",[],[],misc,['misc'],[]
3,0.5166666666666667,0.7999999999999999,,moderator,Moderator,"Well, welcome to all of you. Hope you're excited, we're excited.",False,False,False,False,[],False,[],False,,False,,False,[],['hope'],[],[],misc,['misc'],[]
4,-0.16666666666666666,0.43333333333333335,,moderator,Moderator,"We want to thank our hosts, the Congressional Black Caucus Institute. I'm joined by my colleague Andrea Mitchell tonight.",False,False,False,False,[],False,[],False,,False,,False,[],"['black caucus', 'andrea mitchell']",[],[],misc,['misc'],[]
5,0.23333333333333334,0.6101190476190477,,moderator,Moderator,"The rules are simple. Sixty seconds for answers, 30 seconds for follow-ups or rebuttals. I know you'll all keep exactly to time, so our job should be pretty easy here tonight.",False,False,False,False,[],False,[],False,,False,,False,[],['sixty'],[],[],misc,['misc'],[]
6,0.0,0.0,,moderator,Moderator,We'll have questions from the Youtube community throughout the debate.,False,False,False,False,[],False,[],False,,False,,False,[],['youtube'],[],[],misc,['misc'],[]
7,-0.03125,0.5604166666666667,,moderator,Moderator,This is a critical point in the race. You've been defining your differences with each other especially vigorously in the last week on the campaign trail.,False,False,False,False,[],False,[],False,,False,,False,[],"['critical point', 'campaign trail']",[],[],misc,['misc'],[]
8,0.525,0.5,,moderator,Moderator,We're here to facilitate this conversation on behalf of the voters so that they know exactly where you stand as you face off tonight. Let's have a great debate.,False,False,False,False,[],False,[],False,,False,,False,[],['great debate'],[],[],misc,['misc'],[]
9,0.0,0.05,,moderator,Moderator,"We'll begin with 45 second opening statements from each candidate, starting with Secretary Clinton.",False,False,False,False,[],False,[],False,,False,,True,['clinton'],[],[],[],question,['misc'],[]
