index,polarity,subjectivity,timestamp,speaker,speaker_name,text,applause,laughter,interaction,attack,attack_target,agree,agree_target,interruption,interrupt_target,defense,defense_against,reference,mentions,noun_phrases,people,locations,topic,autotopic,first_mention
0,0.3,0.35000000000000003,,moderator,Moderator," Good evening from the Thomas and Mack Center at the University of Nevada, Las Vegas.",False,False,False,False,[],False,[],False,,False,,False,[],"['good evening', 'thomas', 'mack', 'nevada', 'las vegas']",[],[],misc,['misc'],[]
1,0.26666666666666666,0.6333333333333333,,moderator,Moderator,"I’m Chris Wallace of Fox News, and I welcome you to the third and final of the 2016 presidential debates between Secretary of State Hillary Clinton and Donald J.",False,False,False,False,[],False,[],False,,False,,True,"['trump', 'clinton']","['’ m', 'chris wallace', 'fox', 'presidential debates']",[],[],"h-clinton, trump",['misc'],[]
2,0.0,0.0,,moderator,Moderator, This debate is sponsored by the Commission on Presidential Debates.,False,False,False,False,[],False,[],False,,False,,False,[],['debates'],[],[],election,['misc'],[]
3,0.049999999999999996,0.41111111111111115,,moderator,Moderator,"The commission has designed the format: Six roughly 15-minute segments with two-minute answers to the first question, then open discussion for the rest of each segment.",False,False,False,False,[],False,[],False,,False,,False,[],"['15-minute segments', 'two-minute answers', 'open discussion']",[],[],misc,['misc'],[]
4,0.0,0.0,,moderator,Moderator,Both campaigns have agreed to those rules.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],election,['misc'],[]
5,0.0,0.0,,moderator,Moderator,"For the record, I decided the topics and the questions in each topic.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],question,['misc'],[]
6,0.0,0.0,,moderator,Moderator,None of those questions has been shared with the commission or the two candidates.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],question,['misc'],[]
7,0.0,0.1,,moderator,Moderator,The audience here in the hall has promised to remain silent.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
8,-0.125,0.375,,moderator,Moderator,"No cheers, boos, or other interruptions so we and you can focus on what the candidates have to say.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
9,0.5428571428571429,0.7178571428571429,,moderator,Moderator," No noise, except right now, as we welcome the Democratic nominee for president, Secretary Clinton, and the Republican nominee for president, Mr. Trump.",False,False,False,False,[],False,[],False,,False,,True,"['trump', 'clinton']","['democratic nominee', 'republican']",[],[],"h-clinton, trump",['misc'],[]
10,0.8,0.9,,moderator,Moderator,"(APPLAUSE)  Secretary Clinton, Mr. Trump, welcome.",True,False,False,False,[],False,[],False,,False,,True,"['trump', 'clinton']",[],[],[],"h-clinton, trump",['misc'],[]
11,0.2857142857142857,0.5357142857142857,,moderator,Moderator,Let’s get right to it.,False,False,False,False,[],False,[],False,,False,,False,[],['’ s'],[],[],misc,['misc'],[]
12,0.25,0.3333333333333333,,moderator,Moderator,The first topic is the Supreme Court.,False,False,False,False,[],False,[],False,,False,,False,[],['supreme court'],[],[],supreme-court,['misc'],[]
13,-0.030158730158730163,0.4575396825396825,,moderator,Moderator,"You both talked briefly about the court in the last debate, but I want to drill down on this, because the next president will almost certainly have at least one appointment and likely or possibly two or three appointments.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],"supreme-court, election",['misc'],[]
14,0.0,0.0,,moderator,Moderator," Which means that you will, in effect, determine the balance of the court for what could be the next quarter century.",False,False,False,False,[],False,[],False,,False,,False,[],['quarter century'],[],[],supreme-court,['misc'],[]
15,0.25,0.3333333333333333,,moderator,Moderator,"First of all, where do you want to see the court take the country?",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],"question, supreme-court, america",['misc'],[]
16,0.0,0.0,,moderator,Moderator,"And secondly, what’s your view on how the Constitution should be interpreted?",False,False,False,False,[],False,[],False,,False,,False,[],['’ s'],[],[],"question, supreme-court",['misc'],[]
17,-0.3125,0.6875,,moderator,Moderator,Do the founders’ words mean what they say or is it a living document to be applied flexibly according to changing circumstances?,False,False,False,False,[],False,[],False,,False,,False,[],['founders ’ words'],[],[],"question, past",['misc'],[]
18,0.25,0.3333333333333333,,moderator,Moderator,"In this segment, Secretary Clinton, you go first.",False,False,False,False,[],False,[],False,,False,,True,['clinton'],[],[],[],h-clinton,['misc'],[]
19,0.0,0.0,,moderator,Moderator,You have two minutes.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
20,0.26,0.26,,clinton,Clinton," Thank you very much, Chris.",False,False,False,False,[],False,[],False,,False,,False,[],['chris'],[],[],misc,['misc'],[]
21,0.2,0.2,,clinton,Clinton,And thanks to UNLV for hosting us.,False,False,False,False,[],False,[],False,,False,,False,[],['unlv'],[],[],misc,['misc'],[]
22,0.26666666666666666,0.45,,clinton,Clinton,"You know, I think when we talk about the Supreme Court, it really raises the central issue in this election, namely, what kind of country are we going to be?",False,False,False,False,[],False,[],False,,False,,False,[],"['supreme court', 'central issue']",[],[],"supreme-court, election, america",['misc'],[]
23,0.6,0.9,,clinton,Clinton,What kind of opportunities will we provide for our citizens?,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],america,['misc'],[]
24,0.6,0.9,,clinton,Clinton,What kind of rights will Americans have?,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],america,['misc'],[]
25,0.30833333333333335,0.6833333333333333,,clinton,Clinton,"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",False,False,False,False,[],False,[],False,,False,,False,[],"['supreme court needs', 'american people', 'powerful corporations']",[],[],"supreme-court, america",['corporate-power'],['corporate-power']
26,-0.15,0.4,,clinton,Clinton,"For me, that means that we need a Supreme Court that will stand up on behalf of women's rights, on behalf of the rights of the LGBT community, that will stand up and say no to Citizens United, a decision that has undermined the election system in our country because of the way it permits dark, unaccountable money to come into our electoral system.",False,False,False,False,[],False,[],False,,False,,False,[],"['supreme court', ""women 's rights"", 'lgbt', 'election system', 'unaccountable money', 'electoral system']",[],[],"supreme-court, women, diversity",['social-justice'],['social-justice']
